,TRADEDATE,CLOSE
93,2013-08-06,94.72
94,2013-08-07,94.48
95,2013-08-08,94.09
96,2013-08-09,95.7
97,2013-08-12,96.22
98,2013-08-13,97.4
99,2013-08-14,98.07
100,2013-08-15,95.31
101,2013-08-16,93.8
102,2013-08-19,93.66
103,2013-08-20,91.74
104,2013-08-21,90.52
105,2013-08-22,92.28
106,2013-08-23,91.9
107,2013-08-26,91.25
108,2013-08-27,90.16
109,2013-08-28,89.4
110,2013-08-29,89.68
111,2013-08-30,88.15
112,2013-09-02,89.48
113,2013-09-03,90.45
114,2013-09-04,90.33
115,2013-09-05,92.78
116,2013-09-06,92.47
117,2013-09-09,94.81
118,2013-09-10,96.55
119,2013-09-11,95.5
120,2013-09-12,95.53
121,2013-09-13,95.82
122,2013-09-16,98.97
123,2013-09-17,99.6
124,2013-09-18,99.79
125,2013-09-19,102.33
126,2013-09-20,102.36
127,2013-09-23,101.82
128,2013-09-24,100.5
129,2013-09-25,101.95
130,2013-09-26,101.67
131,2013-09-27,98.59
132,2013-09-30,97.86
133,2013-10-01,99.16
134,2013-10-02,97.74
135,2013-10-03,98.24
136,2013-10-04,100.39
137,2013-10-07,100.3
138,2013-10-08,102.11
139,2013-10-09,101.48
140,2013-10-10,103.43
141,2013-10-11,102.87
142,2013-10-14,102.93
143,2013-10-15,104.55
144,2013-10-16,104.05
145,2013-10-17,103.33
146,2013-10-18,105.14
147,2013-10-21,105.43
148,2013-10-22,105.4
149,2013-10-23,103.29
150,2013-10-24,102.86
151,2013-10-25,102.99
152,2013-10-28,102.84
153,2013-10-29,102.8
154,2013-10-30,103.11
155,2013-10-31,102.74
156,2013-11-01,103.65
157,2013-11-05,102.47
158,2013-11-06,102.59
159,2013-11-07,103.55
160,2013-11-08,101.86
161,2013-11-11,101.77
162,2013-11-12,104.25
163,2013-11-13,101.81
164,2013-11-14,103.7
165,2013-11-15,103.69
166,2013-11-18,105.5
167,2013-11-19,106.19
168,2013-11-20,106.0
169,2013-11-21,104.78
170,2013-11-22,105.1
171,2013-11-25,105.31
172,2013-11-26,103.02
173,2013-11-27,102.77
174,2013-11-28,102.69
175,2013-11-29,103.07
176,2013-12-02,102.36
177,2013-12-03,100.24
178,2013-12-04,98.95
179,2013-12-05,98.25
180,2013-12-06,99.9
181,2013-12-09,101.0
182,2013-12-10,100.16
183,2013-12-11,100.65
184,2013-12-12,98.96
185,2013-12-13,98.94
186,2013-12-16,99.85
187,2013-12-17,100.15
188,2013-12-18,100.18
189,2013-12-19,101.78
190,2013-12-20,102.2
191,2013-12-23,102.45
192,2013-12-24,101.96
193,2013-12-25,101.62
194,2013-12-26,101.95
195,2013-12-27,100.68
196,2013-12-30,101.17
197,2014-01-06,98.91
198,2014-01-08,98.19
199,2014-01-09,98.0
200,2014-01-10,99.2
201,2014-01-13,100.25
202,2014-01-14,99.24
203,2014-01-15,100.77
204,2014-01-16,100.65
205,2014-01-17,101.17
206,2014-01-20,101.96
207,2014-01-21,102.2
208,2014-01-22,102.17
209,2014-01-23,101.7
210,2014-01-24,99.7
211,2014-01-27,97.78
212,2014-01-28,97.36
213,2014-01-29,95.98
214,2014-01-30,95.8
215,2014-01-31,94.7
216,2014-02-03,94.66
217,2014-02-04,94.07
218,2014-02-05,95.45
219,2014-02-06,96.62
220,2014-02-07,96.53
221,2014-02-10,95.47
222,2014-02-11,96.12
223,2014-02-12,96.84
224,2014-02-13,95.5
225,2014-02-14,96.65
226,2014-02-17,97.49
227,2014-02-18,96.62
228,2014-02-19,94.9
229,2014-02-20,94.63
230,2014-02-21,95.0
231,2014-02-24,94.69
232,2014-02-25,94.17
233,2014-02-26,92.29
234,2014-02-27,90.12
235,2014-02-28,91.16
236,2014-03-03,77.57
237,2014-03-04,81.55
238,2014-03-05,81.46
239,2014-03-06,80.24
240,2014-03-07,79.99
241,2014-03-11,76.57
242,2014-03-12,72.46
243,2014-03-13,69.84
244,2014-03-14,71.75
245,2014-03-17,76.97
246,2014-03-18,81.43
247,2014-03-19,80.83
248,2014-03-20,79.5
249,2014-03-21,78.47
250,2014-03-24,78.29
251,2014-03-25,81.85
252,2014-03-26,82.56
253,2014-03-27,79.88
254,2014-03-28,81.47
255,2014-03-31,83.8
256,2014-04-01,83.88
257,2014-04-02,82.67
258,2014-04-03,81.51
259,2014-04-04,82.98
260,2014-04-07,79.95
261,2014-04-08,79.41
262,2014-04-09,78.85
263,2014-04-10,79.9
264,2014-04-11,79.75
265,2014-04-14,78.35
266,2014-04-15,75.2
267,2014-04-16,76.13
268,2014-04-17,76.89
269,2014-04-18,78.82
270,2014-04-21,77.62
271,2014-04-22,76.3
272,2014-04-23,75.56
273,2014-04-24,73.21
274,2014-04-25,69.91
275,2014-04-28,73.39
276,2014-04-29,72.8
277,2014-04-30,72.5
278,2014-05-02,72.22
279,2014-05-05,71.99
280,2014-05-06,74.1
281,2014-05-07,78.5
282,2014-05-08,78.8
283,2014-05-12,79.08
284,2014-05-13,80.15
285,2014-05-14,81.38
286,2014-05-15,80.04
287,2014-05-16,79.2
288,2014-05-19,81.62
289,2014-05-20,82.31
290,2014-05-21,83.59
291,2014-05-22,83.26
292,2014-05-23,85.83
293,2014-05-26,86.87
294,2014-05-27,84.33
295,2014-05-28,84.95
296,2014-05-29,85.65
297,2014-05-30,84.5
298,2014-06-02,85.91
299,2014-06-03,86.84
300,2014-06-04,87.81
301,2014-06-05,87.43
302,2014-06-06,89.0
303,2014-06-09,88.89
304,2014-06-10,88.99
305,2014-06-11,89.0
306,2014-06-16,84.85
307,2014-06-17,83.8
308,2014-06-18,83.77
309,2014-06-19,84.8
310,2014-06-20,84.16
311,2014-06-23,83.68
312,2014-06-24,86.5
313,2014-06-25,84.4
314,2014-06-26,84.1
315,2014-06-27,84.33
316,2014-06-30,84.5
317,2014-07-01,84.07
318,2014-07-02,85.79
319,2014-07-03,85.34
320,2014-07-04,84.0
321,2014-07-07,85.49
322,2014-07-08,85.11
323,2014-07-09,85.2
324,2014-07-10,84.47
325,2014-07-11,84.55
326,2014-07-14,83.55
327,2014-07-15,83.09
328,2014-07-16,83.78
329,2014-07-17,81.5
330,2014-07-18,80.27
331,2014-07-21,76.56
332,2014-07-22,78.3
333,2014-07-23,77.45
334,2014-07-24,76.87
335,2014-07-25,75.16
336,2014-07-28,72.82
337,2014-07-29,73.2
338,2014-07-30,73.68
339,2014-07-31,73.6
340,2014-08-01,72.37
341,2014-08-04,72.75
342,2014-08-05,71.6
343,2014-08-06,69.0
344,2014-08-07,68.5
345,2014-08-08,70.7
346,2014-08-11,74.21
347,2014-08-12,73.35
348,2014-08-13,74.84
349,2014-08-14,74.99
350,2014-08-15,75.05
351,2014-08-18,75.15
352,2014-08-19,76.0
353,2014-08-20,76.9
354,2014-08-21,78.4
355,2014-08-22,78.39
356,2014-08-25,78.56
357,2014-08-26,77.44
358,2014-08-27,77.93
359,2014-08-28,74.59
360,2014-08-29,73.21
361,2014-09-01,73.68
362,2014-09-02,73.76
363,2014-09-03,78.5
364,2014-09-04,79.39
365,2014-09-05,80.25
366,2014-09-08,78.69
367,2014-09-09,79.41
368,2014-09-10,78.67
369,2014-09-11,76.3
370,2014-09-12,76.65
371,2014-09-15,75.63
372,2014-09-16,77.6
373,2014-09-17,78.66
374,2014-09-18,77.98
375,2014-09-19,77.4
376,2014-09-22,76.0
377,2014-09-23,77.68
378,2014-09-24,79.05
379,2014-09-25,78.01
380,2014-09-26,77.6
381,2014-09-29,76.7
382,2014-09-30,75.52
383,2014-10-01,74.26
384,2014-10-02,73.15
385,2014-10-03,73.77
386,2014-10-06,76.33
387,2014-10-07,75.32
388,2014-10-08,73.8
389,2014-10-09,73.65
390,2014-10-10,73.5
391,2014-10-13,74.26
392,2014-10-14,74.55
393,2014-10-15,73.08
394,2014-10-16,71.12
395,2014-10-17,73.15
396,2014-10-20,72.25
397,2014-10-21,72.5
398,2014-10-22,71.82
399,2014-10-23,71.59
400,2014-10-24,72.49
401,2014-10-27,72.9
402,2014-10-28,73.9
403,2014-10-29,74.05
404,2014-10-30,74.98
405,2014-10-31,76.23
406,2014-11-03,76.29
407,2014-11-05,75.65
408,2014-11-06,75.05
409,2014-11-07,75.69
410,2014-11-10,77.78
411,2014-11-11,77.34
412,2014-11-12,76.32
413,2014-11-13,74.03
414,2014-11-14,74.15
415,2014-11-17,73.97
416,2014-11-18,75.21
417,2014-11-19,73.9
418,2014-11-20,73.63
419,2014-11-21,74.39
420,2014-11-24,74.4
421,2014-11-25,74.11
422,2014-11-26,73.85
423,2014-11-27,73.04
424,2014-11-28,72.25
425,2014-12-01,73.79
426,2014-12-02,71.64
427,2014-12-03,72.0
428,2014-12-04,71.04
429,2014-12-05,68.6
430,2014-12-08,65.3
431,2014-12-09,66.26
432,2014-12-10,67.77
433,2014-12-11,65.95
434,2014-12-12,64.2
435,2014-12-15,60.13
436,2014-12-16,53.5
437,2014-12-17,59.9
438,2014-12-18,62.91
439,2014-12-19,61.44
440,2014-12-22,58.6
441,2014-12-23,54.0
442,2014-12-24,55.0
443,2014-12-25,58.7
444,2014-12-26,57.13
445,2014-12-29,54.51
446,2014-12-30,54.9
447,2015-01-05,56.37
448,2015-01-06,58.28
449,2015-01-08,65.7
450,2015-01-09,63.1
451,2015-01-12,62.9
452,2015-01-13,60.31
453,2015-01-14,60.05
454,2015-01-15,61.8
455,2015-01-16,61.99
456,2015-01-19,61.8
457,2015-01-20,60.8
458,2015-01-21,62.8
459,2015-01-22,64.35
460,2015-01-23,64.45
461,2015-01-26,60.49
462,2015-01-27,61.2
463,2015-01-28,60.63
464,2015-01-29,60.5
465,2015-01-30,61.5
466,2015-02-02,61.4
467,2015-02-03,62.0
468,2015-02-04,61.04
469,2015-02-05,62.41
470,2015-02-06,64.31
471,2015-02-09,65.57
472,2015-02-10,65.0
473,2015-02-11,65.12
474,2015-02-12,67.21
475,2015-02-13,70.6
476,2015-02-16,70.0
477,2015-02-17,72.45
478,2015-02-18,76.4
479,2015-02-19,73.78
480,2015-02-20,74.75
481,2015-02-24,73.7
482,2015-02-25,74.2
483,2015-02-26,75.95
484,2015-02-27,75.91
485,2015-03-02,76.2
486,2015-03-03,75.55
487,2015-03-04,72.31
488,2015-03-05,72.7
489,2015-03-06,73.25
490,2015-03-10,69.8
491,2015-03-11,70.68
492,2015-03-12,70.79
493,2015-03-13,67.87
494,2015-03-16,65.57
495,2015-03-17,64.65
496,2015-03-18,65.26
497,2015-03-19,64.9
498,2015-03-20,67.0
499,2015-03-23,65.0
500,2015-03-24,65.6
501,2015-03-25,64.8
502,2015-03-26,62.85
503,2015-03-27,61.0
504,2015-03-30,63.01
505,2015-03-31,62.88
506,2015-04-01,64.5
507,2015-04-02,65.92
508,2015-04-03,65.5
509,2015-04-06,68.99
510,2015-04-07,69.6
511,2015-04-08,69.4
512,2015-04-09,72.0
513,2015-04-10,71.5
514,2015-04-13,74.1
515,2015-04-14,74.05
516,2015-04-15,76.49
517,2015-04-16,76.5
518,2015-04-17,72.5
519,2015-04-20,73.5
520,2015-04-21,75.24
521,2015-04-22,73.9
522,2015-04-23,75.8
523,2015-04-24,75.75
524,2015-04-27,75.2
525,2015-04-28,75.7
526,2015-04-29,75.2
527,2015-04-30,76.9
528,2015-05-05,80.21
529,2015-05-06,79.2
530,2015-05-07,76.5
531,2015-05-08,75.5
532,2015-05-12,75.19
533,2015-05-13,75.24
534,2015-05-14,74.31
535,2015-05-15,75.05
536,2015-05-18,75.36
537,2015-05-19,73.35
538,2015-05-20,71.6
539,2015-05-21,73.25
540,2015-05-22,74.35
541,2015-05-25,74.46
542,2015-05-26,74.67
543,2015-05-27,74.23
544,2015-05-28,73.6
545,2015-05-29,73.5
546,2015-06-01,72.65
547,2015-06-02,73.92
548,2015-06-03,71.72
549,2015-06-04,71.25
550,2015-06-05,70.61
551,2015-06-08,69.17
552,2015-06-09,70.21
553,2015-06-10,71.51
554,2015-06-11,72.55
555,2015-06-15,71.8
556,2015-06-16,73.5
557,2015-06-17,72.81
558,2015-06-18,72.98
559,2015-06-19,71.56
560,2015-06-22,72.0
561,2015-06-23,72.01
562,2015-06-24,71.98
563,2015-06-25,71.42
564,2015-06-26,70.6
565,2015-06-29,70.2
566,2015-06-30,72.35
567,2015-07-01,71.0
568,2015-07-02,70.54
569,2015-07-03,70.67
570,2015-07-06,68.45
571,2015-07-07,68.77
572,2015-07-08,67.73
573,2015-07-09,69.35
574,2015-07-10,71.06
575,2015-07-13,72.94
576,2015-07-14,73.9
577,2015-07-15,74.0
578,2015-07-16,74.21
579,2015-07-17,75.52
580,2015-07-20,74.1
581,2015-07-21,75.55
582,2015-07-22,74.6
583,2015-07-23,72.7
584,2015-07-24,70.45
585,2015-07-27,68.48
586,2015-07-28,69.55
587,2015-07-29,71.2
588,2015-07-30,72.2
589,2015-07-31,72.3
590,2015-08-03,71.1
591,2015-08-04,72.3
592,2015-08-05,73.49
593,2015-08-06,72.25
594,2015-08-07,74.2
595,2015-08-10,75.16
596,2015-08-11,73.2
597,2015-08-12,73.4
598,2015-08-13,73.7
599,2015-08-14,74.43
600,2015-08-17,73.0
601,2015-08-18,72.45
602,2015-08-19,71.5
603,2015-08-20,72.05
604,2015-08-21,69.86
605,2015-08-24,68.53
606,2015-08-25,70.79
607,2015-08-26,71.0
608,2015-08-27,73.8
609,2015-08-28,74.82
610,2015-08-31,74.5
611,2015-09-01,73.14
612,2015-09-02,72.9
613,2015-09-03,74.15
614,2015-09-04,73.96
615,2015-09-07,73.81
616,2015-09-08,74.9
617,2015-09-09,74.65
618,2015-09-10,74.3
619,2015-09-11,74.1
620,2015-09-14,74.88
621,2015-09-15,74.85
622,2015-09-16,77.71
623,2015-09-17,76.49
624,2015-09-18,75.5
625,2015-09-21,75.94
626,2015-09-22,74.39
627,2015-09-23,73.74
